Crop,N,P,K,pH,rainfall,temperature
onion,120,60,65,5.84,1111.68,28.64818182
sweetpotato,90,20,120,4.971297243840922,1153.6304479398207,28.54510127875535
cardamom,75,75,150,5.158788590079888,2853.189234799671,28.06063679090596
brinjal,80,15,40,6.686168144612732,1703.0477563262561,22.756239236865778
pumpkin,80,50,30,5.538759787853663,882.58725897157,27.66212883370891
bottlegourd,100,50,50,6.613824451891948,1333.508796560712,25.92237237891476
cabbage,100,65,70,6.642742969004771,1124.9986971121425,28.80429845702566
grapes,20,125,200,4.1465377500620075,916.268563865241,28.61610372701923
brinjal,80,15,40,6.459459912662675,1065.9623250746286,28.574428371588613
cotton,120,40,20,5.46,1011.49,30.43
brinjal,80,15,40,6.576631544522971,1708.0192546224819,23.44832557137297
brinjal,80,15,40,6.462024648048891,975.3147797061393,28.730170223465002
orange,20,10,10,3.9461661549375386,2227.135174873843,23.630292293883745
pumpkin,80,50,30,5.334517048836689,887.1535,27.636125270138226
orange,20,10,10,3.9553405207443126,982.4569635089133,28.726192107191793
cardamom,75,75,150,4.967514283322074,944.4253396347638,27.406855804097795
ladyfinger,80,10,40,6.6886654089267985,891.4527023830943,27.648789806682185
pineapple,160,40,120,6.510443152856851,1112.2778700181843,19.000341470865646
tomato,100,40,90,6.0679952787349025,984.9147631854405,27.987115532076217
garlic,50,10,60,5.410615639008933,1049.5716759108366,28.3322099808962
banana,100,75,50,6.542963494940088,990.9178747711378,27.509593921395613
papaya,50,50,50,5.866208866200714,2112.3046104790787,24.208604084923934
cotton,120,40,20,5.34,510.05,33.37333333
drumstick,40,20,10,6.640694410958897,1026.2529900990908,27.671241555609072
cardamom,75,75,150,5.039666545309849,564.2994425677409,28.123779953086036
banana,100,75,50,6.434430605430422,739.8730419896444,27.12372597514663
soyabean,20,60,20,5.402305750984811,1091.3969258293714,26.021557912087957
grapes,20,125,200,4.017384197389443,1178.4945854500832,29.241913844575134
pineapple,160,40,120,6.489993746362562,2709.893912912398,28.19098029053312
ladyfinger,80,10,40,6.310486210264992,1089.5555491633847,28.528887094627034
brinjal,80,15,40,6.4519869417586095,995.2919037350382,28.84040125205595
sunflower,50,60,30,5.641018680730922,0.0,21.299456714624753
pumpkin,80,50,30,5.421327106520143,886.8116540132335,27.68454545
bottlegourd,100,50,50,6.3306986685811895,935.6071348093237,28.895107151792605
maize,80,40,20,5.6,884.5,27.65454545
sunflower,50,60,30,5.36,607.48,26.36666667
brinjal,80,15,40,6.577254765925661,2772.311915318446,27.503173419185845
pineapple,160,40,120,6.575659659259058,1298.5131217055791,25.579525049618596
brinjal,80,15,40,6.422302722131022,1747.1963649407428,22.98127017099683
garlic,50,10,60,5.671786056705889,493.0153494543456,27.730806903138117
cucumber,60,60,85,6.496122167500731,949.4904623032796,28.851230229894668
onion,120,60,65,5.880359427743423,566.3401007906401,28.999236737875993
papaya,50,50,50,6.074844674683658,2095.644889249708,23.391241768041482
sunflower,50,60,30,5.347209663169475,857.4087762365708,34.38386251321652
bittergourd,60,10,20,6.4784308749752935,799.9102023595366,27.435960328599116
orange,20,10,10,4.177956029848764,2202.3461585334976,23.91415527239426
cucumber,60,60,85,6.573546342089247,933.7438153134566,29.00770930273931
cauliflower,80,70,50,6.5944685294891725,1089.2604573185977,28.685491019832625
orange,20,10,10,4.100463255018806,826.6848251261572,29.224467631357218
garlic,50,10,60,5.37301058506699,475.11001705602814,27.820252483748586
jackfruit,75,40,50,4.822476804460319,943.7719464705799,27.70805151207542
grapes,20,125,200,4.154033509733697,1641.8437586868745,22.94131283377201
tomato,100,40,90,5.983251733291262,1036.1527683282911,28.31024114382992
cauliflower,80,70,50,6.607543519777893,1136.3312469806237,28.580106680050203
cabbage,100,65,70,6.407528758532853,915.2103165307128,29.08381118454706
ladyfinger,80,10,40,6.461611873648259,1053.975624784389,27.969082033641932
drumstick,40,20,10,6.321465205935515,2731.5172656341597,27.922003992434423
sunflower,50,60,30,5.558622070586113,577.7366739553402,27.621769055751663
maize,80,40,20,5.66,1011.49,30.43
cabbage,100,65,70,6.331653045521102,1118.359342051235,28.47700843737131
pineapple,160,40,120,6.529946959212591,1141.412597675648,25.79887346290706
sweetpotato,90,20,120,5.12,1299.26,26.51818182
cotton,120,40,20,5.320511658296503,621.1136586602842,22.201576999045805
tomato,100,40,90,5.981775178428461,1144.0953653702015,28.854344459904596
grapes,20,125,200,3.835660726542939,1077.8200391616763,28.192067640159177
cardamom,75,75,150,5.027576826671954,2758.3994151325287,28.123779953086036
rice,80,40,40,5.36,1145.22,28.5
cardamom,75,75,150,5.073915011816301,882.9110058751028,27.914810028841796
ladyfinger,80,10,40,6.579365423286232,1008.5243573592073,28.16465693998498
bottlegourd,100,50,50,6.4952473458959625,1022.0654834117684,28.025923699584823
pumpkin,80,50,30,5.522866096020065,883.4433188791447,27.646081142229217
jackfruit,75,40,50,4.920472709652042,1032.309462283607,27.79057216360621
potato,180,60,90,4.92,2569.52,4.9
cabbage,100,65,70,6.598122251264051,1104.5467432118471,28.68744839131653
grapes,20,125,200,4.053186811806481,634.6929327994015,26.95325029934245
garlic,50,10,60,5.46,75.32,22.676
maize,80,40,20,5.68,169.82,14.6
tomato,100,40,90,6.170065205894645,689.9090867898947,26.627025214035204
papaya,50,50,50,6.028776697307484,2114.546987804486,24.41673940979144
bottlegourd,100,50,50,6.537056304731815,924.5467831654821,29.09035489108524
jowar,80,40,40,5.32,1011.49,30.43
drumstick,40,20,10,6.512188322039666,786.420713669711,27.67768265082929
coriander,10,20,20,6.622627347327257,1023.8885448553131,28.835774347923635
sweetpotato,90,20,120,5.0799658968298305,1573.1841934348024,22.819982560655863
brinjal,80,15,40,6.352405868710895,2843.7428091907905,27.723084330434673
radish,25,100,50,5.868774235996153,883.1930659328162,27.330719384729033
rice,80,40,40,5.54,167.38,23.56
pineapple,160,40,120,6.461996370786678,871.6990674118406,27.56764602797972
brinjal,80,15,40,6.566853726759337,1701.10763539803,23.003123564595573
grapes,20,125,200,3.9423468752177375,679.3899810229123,26.449376902597617
tomato,100,40,90,5.848107167910185,1361.9989261467706,25.62382098165033
sunflower,50,60,30,5.682311261657068,180.25450876432598,25.649623353243864
garlic,50,10,60,5.591410857356436,1088.594270319304,28.058468308367285
cotton,120,40,20,5.5558470210442845,843.7649839370265,26.44829280113884
sweetpotato,90,20,120,5.16,1603.2375,22.89090909
ladyfinger,80,10,40,6.623034683089812,1102.710432590067,28.75156097312304
orange,20,10,10,4.163597823111351,1122.9915670408482,28.103804054301317
grapes,20,125,200,4.091222408978075,1641.8437586868745,22.643540695424868
bottlegourd,100,50,50,6.309789397164888,1039.3157377341104,28.2304353990075
cucumber,60,60,85,6.386998213092385,879.7524416790811,27.588905884950915
bittergourd,60,10,20,6.688071119630109,1171.3425739554837,25.93654124158032
bottlegourd,100,50,50,6.4714558050503905,922.2795402079887,29.09035489108524
sunflower,50,60,30,5.504278933692133,1324.797968038462,22.435600666261088
cauliflower,80,70,50,6.335827820154339,1135.6372234768485,28.648015166213774
garlic,50,10,60,5.64,556.2,28.54545455
cucumber,60,60,85,6.468786603553481,944.1749838404577,29.018027683918262
ladyfinger,80,10,40,6.413433098682961,898.9579006788997,27.753221152707052
sunflower,50,60,30,5.42,157.31,25.83333333
bittergourd,60,10,20,6.45951303250864,899.0040314347232,27.786238710334427
jute,80,40,40,5.5913920787273295,1517.8993495414845,27.955753747723275
bittergourd,60,10,20,6.48571591339425,799.9102023595366,27.703704874378364
soyabean,20,60,20,5.460945907135575,1726.3212446293608,10.804880154087707
bottlegourd,100,50,50,6.496062610857903,954.4901452125622,29.09035489108524
grapes,20,125,200,4.061406442057192,1611.2356604342388,22.896204947033567
grapes,20,125,200,4.146740537969492,669.4733434615628,26.96273035688526
jowar,80,40,40,5.46,1011.49,30.43
pumpkin,80,50,30,5.585043551702233,885.9929879606561,27.648333927188776
papaya,50,50,50,6.017593671517546,1349.1586185998533,25.738718966684086
maize,80,40,20,5.46,790.98,30.61666667
cauliflower,80,70,50,6.4619620323054265,884.9714044362707,27.400635609961967
radish,25,100,50,6.131126033002137,905.4124186998403,27.58114044411056
soyabean,20,60,20,5.42,1111.68,28.64818182
cauliflower,80,70,50,6.389250714726991,1089.2563925316074,28.581576042235927
radish,25,100,50,6.0773720954177755,890.4913184920321,27.50829087690028
banana,100,75,50,6.56,2169.32,23.73636364
bottlegourd,100,50,50,6.554150857785332,890.9960649780131,27.649826559481028
banana,100,75,50,6.367018823007405,1197.1462043986464,28.07656212949642
garlic,50,10,60,5.3460051909992385,1210.508490810175,29.31575298963403
radish,25,100,50,6.095511028660316,905.350509095554,27.663545354999155
papaya,50,50,50,6.068941562383175,1089.6423745348873,18.52332538032512
radish,25,100,50,6.0627333664795815,1357.0427703112143,26.106617052689252
grapes,20,125,200,4.046614540226181,1641.8437586868745,23.04173775269083
potato,180,60,90,4.84,556.2,28.54545455
cabbage,100,65,70,6.376358541812369,919.5288305176398,28.95122401095907
papaya,50,50,50,5.958919468447304,2109.8351049320995,23.48341537889452
cotton,120,40,20,5.59946456282521,1110.5501859680294,27.769645818899793
papaya,50,50,50,6.029334654537148,1320.9602624926274,25.640832784620684
soyabean,20,60,20,5.632540589416143,1210.8317854476138,29.207927096903916
mango,20,20,30,4.919066276500914,1067.4312176316707,28.49994529471706
radish,25,100,50,6.09212703984278,894.2261876687134,27.733227461653723
onion,120,60,65,5.851292649820153,1374.3970118295092,19.536195770281676
potato,180,60,90,4.98,689.88,29.03727273
pumpkin,80,50,30,5.569648422978054,881.8465,27.682104151759752
coriander,10,20,20,6.691222914544441,1002.8703007931531,29.492014232857564
tomato,100,40,90,6.077445626994152,1628.0084132101051,22.82890554827502
cucumber,60,60,85,6.690420122233852,902.7751006722733,27.588905884950915
pumpkin,80,50,30,5.593309764783696,881.8465,27.625875918145972
orange,20,10,10,4.163042868565058,2166.426834735496,23.506441458642783
soyabean,20,60,20,5.355626199618088,735.313811189176,28.795948934743507
pumpkin,80,50,30,5.530134453587775,884.9708262374256,27.626092563652264
coriander,10,20,20,6.592400318006107,448.0118044835318,27.136957629895747
cardamom,75,75,150,5.142204375792629,633.6343817392241,27.611133776159765
papaya,50,50,50,5.978537868478814,1355.0205193374732,26.210815157829842
maize,80,40,20,5.58,235.4251,26.64666667
soyabean,20,60,20,5.391113686177254,510.34194280941944,32.49030550738417
potato,180,60,90,4.88,157.31,25.83333333
grapes,20,125,200,3.8086429556600163,723.1184562115118,26.613353040693394
cucumber,60,60,85,6.460123076045567,888.2350332085216,27.698167098784985
radish,25,100,50,6.061369509500357,882.2086909534503,27.739452189578262
cabbage,100,65,70,6.564152805472476,1014.2423243363778,27.999858137996437
sunflower,50,60,30,5.449828365306598,571.4151410513099,26.76561100419608
mango,20,20,30,4.908381129061471,577.3930642575008,28.137944291204587
jute,80,40,40,5.424579608552806,1479.0241142717553,26.942875310490894
banana,100,75,50,6.650728049739137,833.2889695150725,27.836913073484563
papaya,50,50,50,5.924075603325149,1008.0050539849104,28.05450566947342
cauliflower,80,70,50,6.612814469061475,1346.7503562802733,26.100089685436444
pineapple,160,40,120,6.335485829187988,2180.262513813332,24.095536463531044
bittergourd,60,10,20,6.456726381708582,799.9102023595366,27.630026743307543
garlic,50,10,60,5.56,1111.68,28.64818182
cotton,120,40,20,5.44,770.44,28.68
cauliflower,80,70,50,6.3074085165867775,880.5000258393641,27.566747070481362
drumstick,40,20,10,6.603395789538265,786.420713669711,27.646018593596892
garlic,50,10,60,5.466325060339768,281.6871870099717,9.996798162916742
jackfruit,75,40,50,5.150639671723276,2687.311158182045,27.823310624381836
cauliflower,80,70,50,6.6925914834132225,1116.0492464122424,28.5669870974534
sunflower,50,60,30,5.4824489747102705,108.87548490078568,34.972589123108236
potato,180,60,90,5.02,2569.52,4.9
jackfruit,75,40,50,5.041194086428566,2586.442412024276,27.975295433454146
cardamom,75,75,150,5.050040405281183,1565.2958973659947,22.676220046913965
papaya,50,50,50,5.980691475494863,2215.0092116059964,24.36454921248058
blackpepper,100,60,50,5.044306984454249,1631.4431534839807,22.656053127991502
coriander,10,20,20,6.56,1426.3,26.73636364
sweetpotato,90,20,120,5.038525946569868,1463.9482882439354,23.19236310898455
sunflower,50,60,30,5.52,297.66,29.56666667
bittergourd,60,10,20,6.66015902736273,1576.0935333194848,25.940265255952394
bittergourd,60,10,20,6.422795542703724,1285.6063846243944,26.094398906842713
garlic,50,10,60,5.581606222196776,1004.1462231235033,29.467063435447184
coriander,10,20,20,6.4881365761053456,1064.0936414285475,28.138651317690584
bottlegourd,100,50,50,6.356456161560835,1055.6964755298188,27.9159977786073
cardamom,75,75,150,4.962613356051167,777.9466404268044,27.410243049973836
cabbage,100,65,70,6.497755232838308,1054.2277101235884,27.91221479490713
grapes,20,125,200,3.9279187690903368,554.7902136979004,28.57297198636891
brinjal,80,15,40,6.51553175062016,1133.4235891297058,28.998198913315527
brinjal,80,15,40,6.434865020496126,2879.0079283310324,27.74785900445249
potato,180,60,90,4.9964728548960595,567.5625183040933,27.119454744415727
onion,120,60,65,6.08,689.88,29.03727273
coriander,10,20,20,6.594974645928989,1124.5430018803152,28.876236240428767
jute,80,40,40,5.557205142226144,598.1824914064447,34.3286040668947
jute,80,40,40,5.488393837092092,1490.7939933389162,27.202154873156612
coriander,10,20,20,6.634205488920344,969.2034818336721,29.31090587989782
cotton,120,40,20,5.48990999428015,276.9828229501148,30.31299170354557
bottlegourd,100,50,50,6.605450189173914,1365.6077573177856,26.297730931576293
garlic,50,10,60,5.64190302387558,1054.837686018767,29.379405202244328
rice,80,40,40,5.54,87.2,23.106
coriander,10,20,20,6.438483677131766,1046.7575340243554,28.90234227922287
cardamom,75,75,150,5.094281547991072,1047.7047483943506,27.995488364503597
radish,25,100,50,6.053310164066317,952.4612454509079,27.69176839947854
cabbage,100,65,70,6.602120956341052,1109.9287998986422,28.61735947735098
bittergourd,60,10,20,6.455967968503232,1504.1828142150032,25.99484993997385
drumstick,40,20,10,6.624939430216609,2915.939286330289,27.904376012947846
pumpkin,80,50,30,5.4471005467750775,887.1535,27.626165375105113
bittergourd,60,10,20,6.661202915119758,1184.105168018879,26.110420992158346
blackpepper,100,60,50,4.94,1603.2375,22.89090909
cotton,120,40,20,5.676947585532943,336.72609428666385,28.948414495200517
potato,180,60,90,5.1,2169.32,23.73636364
onion,120,60,65,6.171997434365666,1116.9343974679502,27.690677427324808
pumpkin,80,50,30,5.687004862845752,887.1535,27.68454545
jowar,80,40,40,5.6,579.75,34.01
soyabean,20,60,20,5.3655766152608075,684.3712546906015,26.716818531502437
onion,120,60,65,5.96,2169.32,23.73636364
potato,180,60,90,5.08,810.26,29.95636364
tomato,100,40,90,6.1184735819931815,1385.1718120732085,26.355381044975974
jute,80,40,40,5.434757120038398,747.6116450365028,34.3286040668947
tomato,100,40,90,5.964936022459744,1061.2913281568044,28.212143548193183
bottlegourd,100,50,50,6.331218732024306,1023.2317222444726,28.056889192528633
sweetpotato,90,20,120,4.92,1299.26,26.51818182
sweetpotato,90,20,120,5.132569285348949,1491.8860479160644,26.717353038050813
jackfruit,75,40,50,4.880211273777371,1331.595623606434,26.10261891591673
soyabean,20,60,20,5.324544107063778,654.9996749606955,21.7655985393824
drumstick,40,20,10,6.597095994200583,1255.0711007703842,27.641632367565578
cauliflower,80,70,50,6.3228838350058725,918.9826144891617,27.728703143784823
potato,180,60,90,5.037383455639862,275.5936709697534,13.992218360449003
ladyfinger,80,10,40,6.5716599989564495,885.2254464324382,27.83666459856761
bottlegourd,100,50,50,6.5811329084763095,888.2667885315506,27.937516005828094
drumstick,40,20,10,6.523029953537142,786.420713669711,27.69068326370422
soyabean,20,60,20,5.537506903824264,1258.217793146377,21.92008654463542
rice,80,40,40,5.46,1166.94,28.33333333
cotton,120,40,20,5.450810897702674,558.580661335251,33.38527502427042
cucumber,60,60,85,6.410130708544231,889.9456393562883,27.588905884950915
pumpkin,80,50,30,5.519905811219474,881.8465,27.68454545
blackpepper,100,60,50,5.181735813625342,2118.349628327284,23.834695491867762
drumstick,40,20,10,6.474167111142952,991.2139436829011,27.641632367565578
banana,100,75,50,6.42,884.5,27.65454545
coriander,10,20,20,6.54,884.5,27.65454545
ladyfinger,80,10,40,6.441098051748846,1110.0757711400688,28.706464867717898
bottlegourd,100,50,50,6.346629829333979,1031.7753422619596,28.013240386505224
orange,20,10,10,3.90161536013613,938.628305177833,28.475557710490733
banana,100,75,50,6.66,1026.64,29.18636364
jackfruit,75,40,50,4.809360328276724,811.5950254965709,27.474250228246078
